"name","ring","quadrant","isNew","description"
S3 Compatible Object Storage,assess,Runtime Infrastructure,TRUE,"<p>Object storage is a type of data storage architecture that manages data as objects, as opposed to other storage architectures like file systems which manage data as a file hierarchy, or block storage which manages data as blocks within sectors and tracks. Each object typically includes the data itself, metadata, and a unique identifier.</p> <p><a href=""https://aws.amazon.com/s3/"">S3</a> represents a widely adopted standard for object storage, originally developed by Amazon Web Services (AWS). The S3 API allows users to store and retrieve any amount of data at any time from anywhere on the web. It is designed for scalability, durability, and low-latency access. The API of S3 has become a de facto standard for object storage, and many other cloud providers and storage solutions have implemented S3-compatible APIs to ensure interoperability.</p> <p>S3 can be supported by <a href=""Cloud Native Storage"">Cloud Native Storage</a>, which are designed to integrate seamlessly with cloud-native applications and environments.</p>"
ActiveMQ Artemis,hold,Runtime Infrastructure,TRUE,"<p><a href=""https://activemq.apache.org/components/artemis/"">ActiveMQ Artemis</a> is a performant, feature-rich message broker implementing JMS 2.0 with support for AMQP, MQTT, STOMP, and OpenWire. It offers high throughput, low latency, and flexible configuration for enterprise messaging workloads.</p> <p>We place Artemis in the <strong>Hold</strong> ring primarily due to persistent <strong>operational challenges in Kubernetes and cloud-native environments</strong>. Artemis’s architecture depends on shared state and journal-based persistence, which conflicts with stateless, horizontally scalable design principles. Setting up <strong>high availability (HA)</strong> requires complex coordination using shared file systems or replicated databases, which are brittle under container orchestration. Moreover, Artemis lacks native autoscaling, operator maturity, and observability integrations compared to modern distributed logs or streaming platforms.</p> <p>For new workloads, teams should prefer brokers designed from the ground up for partitioned, state-distributed operation with stronger Kubernetes support and operational simplicity such as <a href=""https://kafka.apache.org"">Kafka</a> or <a href=""https://www.redpanda.com"">RedPanda</a>. Artemis remains viable for legacy JMS integration but unsuitable as a cloud-native backbone.</p>"
Docker Compose,hold,Runtime Infrastructure,TRUE,"<p>Docker Compose is a tool for defining and running <a href=""https://docs.docker.com/compose/"">multi-container Docker applications</a>. Using a YAML file (<code>docker-compose.yml</code>), developers can configure services, networks, and volumes, then start everything with a single command. This simplifies development, testing, and CI/CD workflows.  </p> <p>Docker Compose excels in <strong>local development</strong> and <strong>small-scale deployments</strong>, offering an easy way to define dependencies, environment variables, ports, and volumes. It enables teams to quickly replicate production-like environments or run integration tests across multiple containers.  </p> <p>However, Docker Compose is <strong>not suitable for production orchestration</strong>. It lacks native capabilities for scaling, self-healing, rolling updates, distributed service discovery, and advanced load balancing. Operating primarily on a single host, it does not provide clustering, high availability, or enterprise-grade observability.  </p> <p>Organizations should use Docker Compose for <strong>development and testing only</strong>, while production workloads should run on orchestration platforms like <a href=""https://kubernetes.io/"">Kubernetes</a>, <a href=""https://docs.docker.com/engine/swarm/"">Docker Swarm</a>, or managed container services such as <a href=""https://aws.amazon.com/ecs/"">Amazon ECS</a> or <a href=""https://cloud.google.com/kubernetes-engine"">Google Kubernetes Engine (GKE)</a>. Teams currently using Compose in production should plan migration to a more robust solution, while continuing to leverage Compose for its intended purpose — <strong>simplifying the developer experience in non-production environments</strong>.</p>"
Graylog,hold,Runtime Infrastructure,TRUE,"<p><a href=""https://graylog.org/"">Graylog</a> is a centralized log management platform that provides log collection, indexing, search, and analysis capabilities. While Graylog excels at log aggregation with features like powerful search queries, dashboards, and alerting, it is <strong>not part of a comprehensive observability stack</strong> that integrates logging, tracing, distributed tracing, events, and metrics into a unified platform.</p> <p>Modern observability requires correlating logs with traces and metrics to understand system behavior holistically. Graylog focuses primarily on log management and lacks native integration with tracing frameworks and metrics collection, requiring additional tools to build a complete observability solution. This fragmented approach increases operational complexity and makes it harder to troubleshoot distributed systems effectively. We&#39;re placing Graylog in <strong>hold</strong>, recommending teams adopt integrated observability stacks like <a href=""Grafana observability stack for IM and APM"">Grafana observability stack for IM and APM</a> (Loki, Tempo, Mimir), Elastic Observability (Elasticsearch, APM), or cloud-native solutions that provide unified logging, tracing, and metrics. For new monitoring projects, teams should prioritize platforms that offer comprehensive observability rather than standalone logging solutions.</p>"
IdentityServer,hold,Runtime Infrastructure,TRUE,"<p>IdentityServer is an authentication and authorization framework based on the OpenID Connect and OAuth 2.0 standards, designed to manage tokens, roles, and access control in distributed applications across diverse environments and architectures.</p> <p>While it is a solid tool, its <a href=""https://docs-duendesoftware-com.translate.goog/general/licensing/?_x_tr_sl=en&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=sge#:~:text=IdentityServer%20is%20free%20for%20development,production%20use%20requires%20a%20license"">licensing</a> and support model have changed significantly from October 2020, limiting the viability of free usage. IdentityServer4 ended support in December 2022. This change can lead to the tool being left unmaintained, which carries security, compliance, and long-term compatibility risks. It is recommended that if maintaining it up to date is not feasible, teams should evaluate alternative solutions and plan migration paths proactively.</p>"
Internet Information Services,hold,Runtime Infrastructure,TRUE,"<p><a href=""https://www.iis.net/"">Internet Information Services</a> (IIS) is Microsoft’s long-standing web server for hosting web applications and services on Windows. It integrates tightly with the Windows ecosystem and supports ASP.NET, .NET Core, PHP, and other frameworks, providing features such as application pools, SSL/TLS, URL rewriting, and diagnostics tools. Historically, IIS served as the backbone of enterprise .NET hosting and intranet deployments.</p> <p>However, we have placed IIS in the <strong>Hold</strong> ring due to its <strong>inherent incompatibility with cloud-native and containerized architectures</strong>. Its dependency on the Windows platform makes it difficult to deploy, scale, and maintain within Kubernetes environments. Configurations rely on stateful system management rather than declarative infrastructure, limiting automation and portability. Additionally, it carries higher resource overhead and Windows licensing costs.</p> <p>Modern workloads should standardize on <strong>Kestrel</strong> (for .NET) or <strong>NGINX</strong> as lightweight, cross-platform web servers that align with containerized, cloud-native practices and deliver simpler scaling and operational models.</p>"
Oracle Database,hold,Runtime Infrastructure,TRUE,"<p><a href=""https://www.oracle.com"">Oracle Database</a> remains one of the most capable enterprise RDBMS platforms, offering advanced HA, clustering, partitioning, and security features. Technically, it delivers strong performance, rich SQL and PL/SQL capabilities, and proven reliability for mission-critical workloads. It offers advanced features such as ACID compliance, multitenant architecture (CDB/PDB), Real Application Clusters (RAC) for high availability, and Data Guard for disaster recovery.</p> <p>We have placed Oracle Database in the <strong>Hold</strong> ring due to its <strong>high total cost of ownership</strong> (TCO) and <strong>limited compatibility with modern development ecosystems</strong>. Integration with modern ecosystems (Kubernetes, Kafka, observability, CI/CD pipelines) is cumbersome, while vendor lock-in limits cloud portability. Several ASEE projects have faced challenging contract negotiations and restrictive licensing that negatively impacted our timelines and revenue.</p> <p>We recommend <strong>PostgreSQL</strong> and <strong>Microsoft SQL Server</strong> as strategic alternatives that balance functionality, ecosystem integration, and supportability. Existing Oracle workloads should be <strong>maintained</strong> but no new systems should adopt it unless <strong>mandated by client constraints</strong>.</p>"
VMware vSphere,hold,Runtime Infrastructure,TRUE,"<p><a href=""https://www.vmware.com/products/cloud-infrastructure/vsphere"">VMware vSphere</a> is an enterprise virtualization platform providing comprehensive capabilities for running virtual machines and managing data center infrastructure. While vSphere has been a dominant solution with proven stability, <strong>Broadcom&#39;s acquisition of VMware</strong> has disrupted the market with dramatic <strong>price increases</strong> and <strong>licensing model changes</strong>, forcing organizations to reconsider their virtualization strategies.</p> <p>Broadcom shifted to subscription-only models with substantial price hikes, bundled previously separate products, and eliminated lower-tier editions. This has accelerated interest in alternatives like <strong>Proxmox</strong>, <strong>OpenStack</strong>, and <strong>Kubernetes</strong>. <strong>ASEE is focusing new projects on Kubernetes</strong> for cloud-native infrastructure, aligning with industry trends toward container orchestration. We&#39;re placing VMware vSphere in <strong>hold</strong>, recommending teams pause new vSphere investments. Existing deployments should continue operating while assessing migration paths. For new infrastructure projects, teams should prioritize Kubernetes-based solutions with <a href=""Cloud Native Storage"">Cloud Native Storage</a> unless specific vSphere dependencies justify the increased investment.</p>"
Containers and K8S on dev machine,adopt,Tools,TRUE,"<p><strong>Containers and Kubernetes</strong> on development machines represent a mature and proven approach to cloud-native development, enabling teams to build and test software in production-like environments locally. This practice bridges the gap between development and production by allowing developers to run containerized applications, debug Kubernetes manifests, and validate infrastructure-as-code changes in isolated setups.</p> <p>The ecosystem has evolved beyond traditional Docker Desktop. <a href=""https://rancherdesktop.io/"">Rancher Desktop</a> provides a stable, lightweight Kubernetes distribution with built-in container runtime support, while <a href=""https://podman.io/"">Podman</a> offers a daemonless, Docker-compatible engine that integrates cleanly with <a href=""https://kind.sigs.k8s.io/"">kind</a> and <a href=""https://minikube.sigs.k8s.io/"">minikube</a> for local cluster management. <a href=""Docker Compose"">Docker Compose</a> remains valuable for simpler use cases, but local Kubernetes delivers closer alignment with production orchestration models.</p> <p>Teams adopting this approach benefit from improved environment consistency and faster feedback cycles. However, running full Kubernetes locally can be resource-intensive and may differ from managed cloud clusters in networking and storage behavior. Emerging options such as <strong>Dev Containers</strong> and <strong>GitHub Codespaces</strong> are extending these concepts to cloud-hosted development environments.  </p> <p>Learn more in the <a href=""https://kubernetes.io/docs/home/"">official Kubernetes documentation</a>.</p>"
Figma,adopt,Tools,TRUE,"<p><a href=""https://www.figma.com/prototyping/"">Figma</a> stands out as a cloud-based design tool that empowers real-time collaboration, streamlines design-to-development handoffs, and keeps teams aligned with a single, centralized workspace. Unlike traditional desktop-based design tools such as Adobe XD or Sketch, Figma allows multiple users to work simultaneously on the same file without version conflicts, providing a seamless collaborative experience. Teams can create and iterate on <strong>UI/UX designs</strong>, <strong>wireframes</strong>, and <strong>prototypes</strong> while maintaining centralized design systems for consistency. By reducing feedback loops and streamlining the handoff between design and development, Figma accelerates workflows for both co-located and distributed teams. While it relies on internet connectivity and requires careful version and access management in large organizations, it is recommended for teams seeking a cloud-first, collaborative design solution that integrates smoothly with agile development practices.</p>"
Git,adopt,Tools,TRUE,"<p><a href=""https://git-scm.com/"">Git</a> is the distributed version control system and de facto standard for source code management, providing every developer a complete repository history for offline work, fast branching, merging, and cryptographic integrity guarantees. The distributed architecture supports workflows from <a href=""https://trunkbaseddevelopment.com/"">trunk-based development</a> to complex <a href=""https://www.atlassian.com/git/tutorials/comparing-workflows/gitflow-workflow"">gitflow</a> strategies, with universal ecosystem integration across IDEs, CI/CD platforms, <a href=""GitHub"">GitHub</a>, <a href=""GitLab"">GitLab</a>, and Bitbucket for pull requests, code review, and automation. Git handles repositories from small projects to massive monorepos efficiently, though advanced features like rebasing, cherry-picking, and reflog require operational expertise. Teams must establish branching strategy conventions, commit message formats, and repository hygiene practices for binary files, <a href=""https://git-lfs.com/"">Git LFS</a>, and sensitive data. Adopt Git as the standard version control system—its ubiquity ensures developer familiarity, universal tooling support, and mature solutions for all version control needs.</p>"
GitHub,adopt,Tools,TRUE,"<p><a href=""https://github.com/"">GitHub</a> is the leading platform for <a href=""Git"">Git</a> repository hosting and code collaboration, providing pull requests for code review, issue tracking, project management, CI/CD automation via <a href=""https://github.com/features/actions"">GitHub Actions</a>, package management, and security scanning with <a href=""https://github.com/dependabot"">Dependabot</a> and <a href=""https://codeql.github.com/"">CodeQL</a>. The platform&#39;s pull request workflow with draft PRs, suggested changes, automated checks, required reviews, and branch protection rules has become the industry standard for maintaining code quality. GitHub Actions offers powerful CI/CD with marketplace integrations, while security features include secret scanning and dependency vulnerability alerts. Integration with IDEs and development tools is ubiquitous, and the platform hosts the world&#39;s largest open-source community. <a href=""https://github.com/enterprise"">GitHub Enterprise</a> provides SSO, audit logs, advanced security policies, and self-hosted deployment options for compliance requirements. Adopt GitHub as the primary platform for source code management and collaboration across all project sizes.</p>"
GitLab,adopt,Tools,TRUE,"<p><a href=""https://about.gitlab.com/"">GitLab</a> is a comprehensive DevOps platform that provides source code management, CI/CD pipelines, container registry, security scanning, and project management capabilities in a single application. We&#39;ve consistently observed GitLab&#39;s evolution from a GitHub alternative into a complete DevOps lifecycle tool that reduces toolchain complexity and integration overhead. The platform&#39;s built-in CI/CD with GitLab Runners, merge request workflows, and Auto DevOps features enable teams to implement modern software delivery practices without stitching together multiple tools. GitLab&#39;s security features including SAST, DAST, dependency scanning, and container scanning are particularly valuable for organizations with compliance requirements. Both self-hosted and SaaS options provide flexibility for different organizational needs, with the self-hosted option offering greater control over data and infrastructure. We&#39;re placing GitLab in <strong>adopt</strong> based on widespread successful implementations across our projects. It delivers significant value through reduced tool sprawl, unified visibility across the development lifecycle, and strong CI/CD capabilities. Teams should be prepared for GitLab&#39;s comprehensive feature set, which can be overwhelming initially — start with core Git workflows and gradually adopt additional features. Organizations already invested in other DevOps toolchains should evaluate migration costs carefully, but for new projects or teams looking to consolidate their tooling, GitLab provides an excellent all-in-one solution.</p>"
Harbor,adopt,Tools,TRUE,"<p>Harbor is a production-ready, open-source container registry that adds RBAC, image signing, vulnerability scanning, replication and Helm/OCI support on top of a Docker distribution. We recommend adopting Harbor for organisation-wide registries and CI/CD workflows that need centralized scanning and policy enforcement; note it requires backing services (database, Redis, object storage) and operational care for backups, TLS, and upgrades.</p> <p>References: <a href=""https://goharbor.io/"">https://goharbor.io/</a> — <a href=""https://goharbor.io/docs/"">https://goharbor.io/docs/</a></p>"
Helm,adopt,Tools,TRUE,"<p><a href=""https://helm.sh"">Helm</a> is the de facto package manager for <a href=""Kubernetes"">Kubernetes</a>. It packages Kubernetes resources as charts, supports versioned releases, lifecycle upgrades/rollbacks, and chart discovery via repositories/OCI registries. Helm is tool for everyday <a href=""DevOps"">DevOps</a></p> <p>Why now</p> <ul> <li>Mature ecosystem, wide adoption, strong tooling (linting, testing, artifact registries). Charts speed reproducible installs and simplify complex templates for teams deploying many services.</li> </ul> <p>When to use</p> <ul> <li>Use Helm to standardize and templatize Kubernetes deployments, manage upgrades and rollbacks, and distribute curated, versioned operational patterns across teams.</li> </ul> <p>Caveats / Considerations</p> <ul> <li>Templating complexity can grow; prefer small focused charts and clear values.yaml.</li> <li>Pay attention to chart provenance, signed charts or OCI registry controls, and secret handling (avoid embedding secrets in values).</li> <li>For GitOps workflows consider combining Helm with a GitOps controller (Argo CD, Flux) or evaluate Kustomize if you prefer pure overlays.</li> </ul>"
Jira,adopt,Tools,TRUE,"<p>Jira is a premier software development management platform from Atlassian. Originally a bug tracker, it has evolved into a comprehensive tool for <strong>Agile project management</strong> that supports Scrum, Kanban, and custom methodologies. Jira&#39;s core function is to organize, track, and manage <strong>work items (Issues)</strong>—including user stories, tasks, and bugs—through customizable workflows. It offers features like backlogs, sprint boards, roadmaps, reporting (e.g., burndown charts), and extensive APIs/integrations, making it a central hub for development, testing, and even non-technical teams.</p> <p>Jira is a excellent pick when starting new projects, as establishing clear work tracking is foundational to <a href=""Agile Development"">Agile Development</a> delivery. Adopting Jira early provides immediate process standardization and visibility. It&#39;s the industry standard for professional software teams, meaning it minimizes the learning curve for new hires and integrates seamlessly with nearly every other popular development tool (GitHub, GitLab, <a href=""Gitlab CI/CD"">Gitlab CI/CD</a>, etc.). By using it from Day 1, you instantly gain a single source of truth for requirements, progress, and historical data, which is essential for effective sprint planning, stakeholder communication, and post-release analysis.</p>"
Mermaid,adopt,Tools,TRUE,"<p>Mermaid is a powerful JavaScript-based diagramming tool that allows you to generate diagrams and charts from simple, Markdown-inspired text definitions <strong>(Diagrams as Code)</strong>. Instead of using a graphical editor, you define the structure of a diagram—such as a flowchart, sequence diagram, class diagram, or Gantt chart—using a readable text syntax. The library then renders this text into a visual, vector-based diagram (typically SVG) that can be easily displayed in web browsers or documentation.</p> <p>Mermaid solves a fundamental problem: <strong>Documentation Rot</strong>. Traditional image-based diagrams quickly become outdated as a project evolves and are tedious to update and impossible to version control effectively. By adopting Mermaid, diagrams become <strong>text-based assets</strong> that are stored alongside the source code. This aligns with the &quot;documentation as code&quot; principle, allowing diagrams to be <strong>version-controlled</strong>, reviewed via Pull Requests, and automatically rendered in tools like GitHub, GitLab, and most wiki/documentation platforms. This dramatically reduces the friction and cost of keeping technical diagrams accurate, ensuring that documentation remains a reliable and valuable resource from a project&#39;s inception.</p>"
Postman,adopt,Tools,TRUE,"<p><a href=""https://www.postman.com"">Postman</a> is an established API development and testing platform that has consistently proven its value across ASEE teams and projects. It streamlines the design, documentation, and validation of APIs through an intuitive interface for crafting requests, managing environments, and automating test scripts. Its strong support for REST, GraphQL, and SOAP APIs, along with built-in mocking, monitoring, and documentation capabilities, makes it a comprehensive solution for end-to-end API lifecycle management.</p> <p>We place Postman in the <strong>Adopt</strong> ring based on <strong>positive, widespread experience across multiple teams</strong>. It has demonstrated high usability, reliability, and effective collaboration through shared collections and workspaces. Integration with CI/CD pipelines enables automated API testing within DevOps workflows, reinforcing quality and consistency.</p> <p>For our group, Postman remains the standard tool for API design and testing. Its maturity and adoption rate make it the pragmatic choice for cross-team interoperability.</p>"
Trivy,adopt,Tools,TRUE,"<p><a href=""https://aquasecurity.github.io/trivy/"">Trivy</a> is a comprehensive, open-source security scanner for containers, Kubernetes, infrastructure-as-code, and more. It has emerged as the <strong>de-facto standard for scanning container images</strong>, offering fast and reliable vulnerability detection with minimal configuration overhead. Trivy supports multiple sources (OS packages, language-specific dependencies, config files) and integrates easily into CI/CD workflows and developer tooling.</p> <p>Beyond vulnerability scanning, Trivy also supports <strong>Software Bill of Materials (SBOM) generation</strong>, helping teams meet compliance, transparency, and traceability requirements for modern software supply chains. Its native support for SBOM formats such as SPDX and CycloneDX enables further tooling interoperability and regulatory alignment.</p> <p>We place Trivy in the <strong>Adopt</strong> ring due to its high usability, active development, and proven effectiveness in real-world use. Its broad protocol support, reliable results, and seamless DevSecOps integration make it a pragmatic choice for container security at scale. Trivy should be part of the standard toolkit for secure software delivery.</p>"
AI coding assistants,trial,Tools,TRUE,"<p>AI coding assistants such as <a href=""https://github.com/features/copilot"">GitHub Copilot</a>, <a href=""https://cursor.sh/"">Cursor</a>, <a href=""https://claude.ai/"">Claude Code</a>, and others are reshaping how developers write, understand, and maintain code. These tools go beyond simple autocomplete; they serve as conversational partners that can generate functions, suggest refactorings, write tests, explain code, or summarize large repositories. Many teams in our group report positive experience using AI assistants to reduce boilerplate, speed up debugging, and improve test coverage. Teams should use first opportunity to introduce use of AI coding assistants into their workflow.</p> <p>Integrated within IDEs or terminals, they support pair-programming workflows and accelerate onboarding by helping engineers query complex legacy systems conversationally. However, productivity gains come with governance and risk management requirements—avoiding sensitive data exposure, IP contamination, or over-reliance on unreviewed output. Other notable tools include <a href=""https://www.jetbrains.com/ai/"">JetBrains AI Assistant</a>, <a href=""https://aws.amazon.com/codewhisperer/"">Amazon CodeWhisperer</a>, <a href=""https://www.tabnine.com/"">Tabnine</a>, and <a href=""https://codeium.com/"">Codeium</a>.</p>"
Helmfile,trial,Tools,TRUE,"<p><a href=""https://helmfile.readthedocs.io/"">Helmfile</a> defines a declarative YAML specification to deploy and manage multiple Helm charts consistently across environments. It is one of the popular ways to orchestrate multiple Helm charts when deploying cloud-native applications, providing a more structured approach to managing complex deployments. Helmfile simplifies management of multiple Helm charts across different environments, enables better version control and reproducibility of deployments, and reduces complexity when managing microservices architectures.</p> <p>The tool integrates well with GitOps workflows such as ArgoCD and Flux for automated deployments, making it ideal for complex applications with multiple services requiring environment-specific configuration management. However, for simple projects with only one Helm chart or basic deployments, Helmfile adds unnecessary complexity and standard Helm commands are sufficient. Teams should be aware that Helmfile introduces an additional layer of abstraction over Helm, requiring understanding of both concepts, and debugging can be more complex due to this additional layer.</p>"
Shared credentials management,trial,Tools,TRUE,"<p>Centralised credentials and secret management (HashiCorp Vault, cloud secrets managers, external-secrets patterns) provide secure storage, access control, rotation and auditability for secrets used by applications and platform components. They decouple secret lifecycle from application code and improve compliance posture.</p> <p>Why now</p> <ul> <li>Increasing security and compliance requirements, plus multi-cloud and Kubernetes adoption, make centralised secret management an operational necessity for production systems.</li> </ul> <p>When to use</p> <ul> <li>Use a shared, centrally managed secrets solution for organisation-wide secrets, cross-team reuse, automated rotation, and when you need fine-grained access controls and audit trails. For Kubernetes workloads, prefer integrating with external secret operators rather than embedding long-lived secrets in manifests.</li> </ul> <p>Caveats / Considerations</p> <ul> <li>Operational complexity: provisioning, HA, backups, and secret leasing require careful planning.</li> <li>Access controls and least-privilege are essential — avoid over-broad roles and service accounts.</li> <li>Watch out for secret sprawl and high-cardinality telemetry when auditing secret access. Ensure secure injection patterns (sidecar, CSI driver) and consider short-lived credentials where possible.</li> </ul> <p>References: <a href=""https://www.vaultproject.io/"">https://www.vaultproject.io/</a> — <a href=""https://kubernetes.io/docs/concepts/configuration/secret/"">https://kubernetes.io/docs/concepts/configuration/secret/</a> — External Secrets operators (external-secrets.io)</p>"
SonarQube,trial,Tools,TRUE,"<p><a href=""https://www.sonarsource.com/products/sonarqube/"">SonarQube</a> is a code quality and security analysis platform that automatically scans source code for bugs, vulnerabilities, code smells, and security hotspots. Its comprehensive detection of both quality and security issues makes it attractive for maintaining high code standards and reducing security risks. SonarQube supports over 30 programming languages and integrates seamlessly with CI/CD pipelines.</p> <p>ASEE hosts the <strong>Enterprise Edition on ASEE Cloud</strong>, which is the <strong>preferred usage model</strong> providing advanced features like branch analysis, security reports, and portfolio management. <strong>Community Edition</strong> (open-source) and <strong>SonarCloud</strong> (SaaS) are available alternatives. Already integrated into the <strong>Secure Development Framework</strong>, we&#39;re placing SonarQube in <strong>trial</strong> as we evaluate its effectiveness in identifying vulnerabilities and enforcing quality standards across projects, particularly for <a href=""Spring Boot"">Spring Boot</a> and other Java applications. For teams prioritizing security and code quality, SonarQube provides automated, consistent enforcement that manual reviews alone cannot achieve.</p>"
Test management tools,trial,Tools,TRUE,"<p>Test management tools such as <a href=""https://www.testrail.com/"">TestRail</a>, <a href=""https://www.zephyr.com/"">Zephyr</a>, <a href=""https://www.tricentis.com/qtest/"">qTest</a>, and <a href=""https://azure.microsoft.com/en-us/services/devops/test-plans/"">Azure Test Plans</a> help organize, track, and manage the testing process throughout the software development lifecycle. These platforms provide centralized hubs for test planning, execution, reporting, and collaboration among team members, improving test organization and traceability across complex projects.</p> <p>Most tools integrate seamlessly with Jira, GitHub, Azure DevOps, CI/CD pipelines, and automation frameworks like Selenium or Playwright, making them valuable for projects with multiple testers and complex test scenarios. They offer comprehensive metrics, traceability matrices, and customizable dashboards that help maintain test coverage and quality metrics. However, teams should consider the additional tooling overhead, learning curve, and cost implications for enterprise features. Some tools are already being used successfully within the group, demonstrating their value for improving collaboration between testers and developers.</p>"
ZAP (OWASP ZAP),trial,Tools,TRUE,"<p><a href=""https://www.zaproxy.org/"">ZAP (Zed Attack Proxy)</a> is a free, open source tool for <a href=""https://owasp.org/www-project-devsecops-guideline/latest/02b-Dynamic-Application-Security-Testing"">Dynamic Application Security Testing (DAST)</a> and the de-facto standard in this domain. Part of the <a href=""https://owasp.org/"">OWASP ecosystem</a>, ZAP is one of the most widely used web application security scanners worldwide. It can find vulnerabilities in web applications and APIs by automatically crawling endpoints and scanning for issues like injection vulnerabilities, security misconfigurations, and other common security flaws.</p> <p>ZAP offers both passive scanning (observing traffic for vulnerabilities) and active scanning (automated attacks on targets), backed by a rich set of plugins and an automation-friendly design. Teams in our organization use ZAP for API security testing and have scripted its REST API for integration into CI/CD pipelines. This allows developers to include ZAP scans in build or deployment workflows, performing continuous security checks without significant manual effort. So far, we have not encountered any notable limitations in ZAP’s capabilities, which speaks to its maturity and reliability as a go-to DAST solution.</p> <p>We place OWASP ZAP in the Trial ring based on our positive internal experience and its proven value in improving application security. As a next step, we recommend broader adoption by integrating ZAP into the software development lifecycle (SDLC) – for example, running automated ZAP scans as part of regular development and QA processes. By embedding ZAP into pipelines, teams can catch vulnerabilities early and reinforce a security-first mindset throughout development.</p>"
Agentic workflow tools,assess,Tools,TRUE,"<p>Agentic workflow tools orchestrate AI systems that autonomously plan, execute, and iterate on multi-step tasks via reasoning, tool use, and memory. Modern stacks include graph/state orchestrators like <a href=""https://langchain-ai.github.io/langgraph/"">LangGraph</a> and <a href=""https://www.llamaindex.ai/workflows"">LlamaIndex Workflows</a>, multi-agent frameworks like <a href=""https://www.crewai.com/"">CrewAI</a> and <a href=""https://openai.github.io/openai-agents-python/"">OpenAI Agents SDK</a> (evolved from <a href=""https://github.com/openai/swarm"">Swarm</a>), and enterprise/low-code options such as <a href=""https://n8n.io/ai-agents/"">n8n AI Agents</a> and platform kits like <a href=""https://openai.com/agent-platform/"">OpenAI AgentKit</a>. These tools power patterns like repo-wide refactoring, self-correcting test generation, incident triage, knowledge-base synthesis, and long-running build troubleshooting. Risks remain: flaky autonomy, complex debugging/observability, permissions &amp; data-safety, and runaway costs from deep call-chains. <strong>Assess</strong> for bounded internal use (developer tooling, data/ops pipelines) with human-in-the-loop controls, clear rollback paths, spend guards, and production telemetry before placing on critical paths.</p>"
Atlas,assess,Tools,TRUE,"<p><a href=""https://atlasgo.io/"">Atlas</a> is a modern declarative database schema management framework designed to bring <strong>infrastructure-as-code principles</strong> to relational database evolution.  It differs from traditional migration tools like <a href=""https://flywaydb.org/"">Flyway</a> or <a href=""https://www.liquibase.org/"">Liquibase</a> by maintaining a single canonical schema state and automatically generating migration diffs.  This eliminates manual script drift and simplifies CI/CD validation. Atlas can integrate with GitOps pipelines, enforcing schema consistency across environments and validating schema drift before deployment.  Its declarative DSL also supports modular schema composition, which helps teams manage multiple services or tenants while ensuring controlled expand/contract migrations.  Digital Platform is assessing Atlas as a unifying tool for schema governance across multiple data stores that evolve independently but must remain compliant with shared standards and auditability requirements.</p>"
GitHub Actions,assess,Tools,TRUE,"<p><a href=""https://docs.github.com/en/actions"">GitHub Actions</a> is a continuous integration and continuous delivery platform that allows you to automate your build, test, and deployment pipeline directly within GitHub repositories. It provides a rich ecosystem of pre-built actions and workflows available in the <a href=""https://github.com/marketplace?type=actions"">GitHub Marketplace</a>, aligning with our strategic direction for automation and DevOps practices. The platform offers seamless integration with GitHub&#39;s version control and project management features, supporting reusable workflows across repositories and integration with third-party secrets managers.</p> <p>GitHub Actions is ideal for projects hosted on GitHub that require CI/CD automation and want to leverage the extensive ecosystem of pre-built actions. However, teams should be aware of potential vendor lock-in, as migration to another CI/CD platform like GitLab CI or Jenkins may require full workflow rewrites due to GitHub-specific syntax and features. Additionally, complex workflow configurations have a learning curve, and resource limitations on the free tier may affect larger projects. Teams not already using GitHub for repository hosting should evaluate whether this requirement aligns with their infrastructure strategy.</p>"
