"name","ring","quadrant","isNew","status","description"
Product Context Pack,assess,Patterns and Practices,TRUE,new,"<p>A Product Context Pack packages a single product&#39;s complete knowledge — user guides, installation and operations documentation, API reference, business logic, database schemas and frontend code — into a vectorized, semantically searchable index that AI agents can query. The corpus is automatically chunked, embedded and refreshed as the product evolves, and is most commonly exposed through an <a href=""https://modelcontextprotocol.io/"">MCP</a> server so the same pack plugs into Claude Code, GitHub Copilot, Gemini CLI and any other MCP-capable client a team already uses. When a user asks a question, the pack combines semantic similarity with keyword matching to surface the right chunks across documentation and source, and lets the AI client synthesize a grounded answer with citations back to the original files.</p> <p>The value of the pattern is that every role around a product gets answers from the same source of truth. Sales and marketing pull benefit statements and feature descriptions for proposals; support and business analysts answer customer questions without digging through code; consultants and implementers find concrete setup and configuration steps; developers and system engineers get explanations backed by the actual implementation rather than just the manual. Because the index covers both written documentation and the codebase, a question like &quot;how does retention policy work?&quot; can return the user-facing concept, the business logic that evaluates it, the API endpoints that manage it and the database views that query it in one response.</p> <p>This pattern picks up where the previous radar&#39;s <a href=""../../2025.10/PP/ai-for-codebase-qa.md"">AI for codebase Q&amp;A</a> assessment left off, narrowing the corpus to a single product but widening the audience — covering documentation alongside source code, and serving business roles, not only developers. We place it in Assess because we have an early internal implementation covering small number of products and want to validate the pattern more broadly: how to keep the index fresh as code changes, how to scope and govern access (especially to source code) per audience, and how to measure answer quality across roles. It builds directly on <a href=""Context Engineering"">Context Engineering</a> and <a href=""Progressive Context Disclosure"">Progressive Context Disclosure</a>, and the cautions we raise in <a href=""Agent Skills"">Agent Skills</a> about defaulting to MCP still apply — for narrower, single-team needs a skill or local CLI is often the simpler fit.</p>"
Codebase Cognitive Debt,hold,Patterns and Practices,TRUE,new,"<p><a href=""https://margaretstorey.com/blog/2026/02/09/cognitive-debt/"">Codebase cognitive debt</a> is the growing gap between a system&#39;s implementation and a team&#39;s shared understanding of how and why it works. As AI increases change velocity, especially with multiple contributors or <a href=""Multi-Agent Workflows"">Multi-Agent Workflows</a>, teams can lose track of design intent and hidden coupling. This, combined with rising <a href=""https://martinfowler.com/bliki/TechnicalDebt.html"">technical debt</a>, creates a reinforcing loop that makes systems progressively harder to reason about.</p> <p>Weaker system understanding also reduces developer&#39;s ability to guide AI effectively, making it harder to anticipate edge cases and steer agents away from architectural pitfalls. Left unmanaged, teams reach a tipping point where small changes trigger unexpected failures, fixes introduce regressions and cleanup efforts increase risk instead of reducing it.</p> <p>Teams should avoid complacency with AI-generated code and adopt explicit countermeasures: <a href=""Feedback Loops for Agents"">Feedback Loops for Agents</a>, tracking team cognitive load and <a href=""Architecture as Code"">Architecture as Code</a> to continuously enforce key constraints as AI accelerates output.</p>"
Cloud Native Storage,adopt,Runtime Infrastructure,FALSE,no change,"<p>Cloud-native storage solutions have become critical components for running stateful applications in Kubernetes environments, providing persistent, scalable, and resilient storage that integrates seamlessly with container orchestration. We&#39;re seeing strong adoption of solutions like <a href=""https://rook.io/"">Rook-Ceph</a>, which automates Ceph storage cluster deployment and management in Kubernetes, providing block, file, and S3-compatible object storage capabilities, and <a href=""https://longhorn.io/"">Longhorn</a>, a lightweight distributed block storage system originally developed by Rancher. Other notable open-source alternatives include <a href=""https://openebs.io/"">OpenEBS</a>, which offers container-attached storage with multiple storage engines, and <a href=""https://min.io/"">MinIO</a> for object storage compatible with S3 APIs. These solutions provide flexibility and avoid vendor lock-in while delivering enterprise-grade features like replication, snapshots, and backup capabilities. For organizations preferring commercial support, solutions like <a href=""https://portworx.com/"">Portworx</a> offer advanced features including disaster recovery and data security, while <a href=""https://www.purestorage.com/"">Pure Storage Portworx</a> provides enterprise-grade storage with comprehensive support and SLAs. We&#39;re placing cloud-native storage in <strong>adopt</strong> based on its maturity and necessity for production Kubernetes deployments. The key considerations are choosing the right solution based on workload requirements—block storage for databases, file storage for shared data, or object storage for unstructured data. Teams should evaluate performance requirements, operational complexity, and the trade-offs between self-managed open-source solutions and commercial offerings. Start with pilot projects to understand operational characteristics and ensure your team has the expertise to manage distributed storage systems. For organizations running stateful applications in Kubernetes, implementing a robust cloud-native storage solution is no longer optional but a fundamental requirement for production readiness.</p>"
Kafka,adopt,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://kafka.apache.org/"">Apache Kafka</a> provides a durable, high-throughput event log that decouples producers from consumers. Topics are partitioned for scale and replicated for fault tolerance, allowing independent services to publish and subscribe without direct knowledge of each other.Backpressure is handled naturally by consumer offsets, and replay is as simple as re-reading from an earlier offset. Schema enforcement with Avro or Protobuf protects compatibility, while compaction and retention policies align storage with business semantics. Common patterns include event-driven integration, change-data-capture pipelines, streaming ETL, and audit trails. Healthy clusters maintain in-sync replicas, even partition distribution, and predictable latency; observability centers on controller state, request timing, consumer lag, and under-replicated partitions. Exactly-once processing exists for narrow paths, yet most designs rely on idempotent producers and consumers for simplicity and resilience.</p>"
Keycloak,adopt,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://www.keycloak.org/"">Keycloak</a> is an open-source identity and access management solution that provides comprehensive authentication and authorization capabilities for modern applications. We&#39;ve seen Keycloak mature into a robust platform that supports industry-standard protocols including OpenID Connect, OAuth 2.0, and SAML 2.0, making it suitable for both new applications and legacy system integration. The platform offers features like single sign-on (SSO), social login integration, user federation with LDAP/Active Directory, multi-factor authentication, and fine-grained authorization policies. Teams appreciate Keycloak&#39;s admin console for managing users, roles, and clients, along with its extensive customization options through themes and service provider interfaces. We&#39;re placing Keycloak in <strong>adopt</strong> based on its proven track record across our projects. It significantly reduces the complexity and development effort required to implement secure authentication and authorization, while providing enterprise-grade features out of the box. The main considerations are proper infrastructure sizing for high-availability deployments and understanding its operational requirements. Organizations should invest in learning Keycloak&#39;s realm and client configuration patterns, as proper setup is crucial for security and maintainability. For teams building applications that require authentication, Keycloak eliminates the need to build these capabilities from scratch and provides a battle-tested foundation for identity management.</p>"
Kubernetes,adopt,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://kubernetes.io/"">Kubernetes</a> is an orchestration platform that schedules and manages containerized workloads through declarative APIs. Deployments, StatefulSets, and Jobs describe desired state; the control plane reconciles actual state continuously. Service discovery, rolling updates, horizontal and vertical autoscaling, and self-healing provide robust day-to-day operations. A rich extension model—CRDs, operators, CSI for storage, CNI for networking, and Ingress/Gateway for traffic—supports diverse workloads from stateless web services to databases. Security and multi-tenancy benefit from namespaces, RBAC, network policies, and admission control. Effective clusters pair resource requests/limits with pod disruption budgets and readiness probes to enable safe rollouts. Observability integrates metrics, logs, and traces, commonly via Prometheus, centralized logging, and OpenTelemetry. Kubernetes standardizes deployment and runtime behavior across environments, enabling consistent delivery practices at scale.</p> <p><strong>Warning on microK8s:</strong> we have hit recurring operational issues (snap-driven upgrades, node recovery, addon lifecycle, HA edge cases) and do <strong>not</strong> recommend it for production until clarified. A meeting with <strong>Canonical</strong> is being scheduled to align on supported topologies and the recommended path forward.</p>"
Low CVE base images,adopt,Runtime Infrastructure,FALSE,no change,"<p>Adopting low CVE base images like Alpine Linux in your container deployments is a strategic shift toward improved security. This approach significantly reduces the attack surface and eliminates unnecessary components in containerized production environments, also minimizes the memory and disk requirements.</p> <p>Implementation Strategy<br>    Verify and audit current base images. Identify where container images are used.      Using the base image add necessary components or choose an application specific image like java/nginx.     Ensure all necessary dependencies are available in base package repositories</p> <p>Application Notes     Base images are minimal and do not contain the basic tools. If you are debugging the container, you may not find your network tool.</p> <p>What options are available for low-CVE base images? </p> <pre><code>Base Image                Size (MB)       Known CVEs (approx.)                Notes                                                            Alpine                    5-7             0-10 (minimal due to few packages)  very mature                                                     Alpaquita Linux           3-4             0-5 (Alpine + patching)             java optimized with BellSoft, free images, support commercial   Debian Slim               70-80           50-100 (mostly low-severity)        larger image                                                    Chainguard Wolfi (base)   1-15            0 (zero-CVE policy )                commercial general images, free tier available                                    BusyBox                   1-2             0-5 (ultra-minimal)                 no package manager, limited                                     </code></pre> <p>Alpine Images are good enough with frequent updates. Commercial subscriptions can be considered for high compliance and customer facing environments.</p>"
NGINX,adopt,Runtime Infrastructure,FALSE,no change,"<p>NGINX is a high-performance HTTP server and reverse proxy widely used for load balancing, TLS termination, static content delivery, and as an edge gateway. It scales well with modest resource use, has a small operational footprint, and integrates smoothly with container orchestration and CI/CD pipelines.</p> <p>When to use</p> <ul> <li>Front your services with NGINX for reliable TLS termination and layer 7 routing.</li> <li>Use as a performant static file server or as an ingress controller in Kubernetes.</li> <li>Prefer NGINX when predictable high concurrency and low-latency routing are required.</li> </ul> <p>Advice and trade-offs</p> <ul> <li>Adopt default NGINX for most edge and proxy needs; use NGINX Plus only when enterprise features or vendor support are required.</li> <li>Invest in secure default configs (rate limiting, header sanitization, TLS hardening) and automated config testing.</li> <li>For advanced API gateway features consider combining with dedicated gateway solutions; for simple use-cases NGINX is often sufficient.</li> </ul> <p>Kubernetes ingress controllers There are two well-supported, production-ready NGINX-based ingress controllers, and it is worth knowing they are distinct projects:</p> <ul> <li>ingress-nginx (kubernetes/ingress-nginx): the community controller maintained under the Kubernetes project. It is the most widely deployed NGINX ingress in the wild, well-documented, and a solid default for most clusters.</li> <li>NGINX Ingress Controller (nginxinc/kubernetes-ingress): maintained by NGINX/F5. It ships in two flavors — an open-source build on top of NGINX OSS and a commercial build on top of NGINX Plus. Beyond the standard Ingress API, it exposes its own CRDs (VirtualServer, VirtualServerRoute, TransportServer, Policy) for richer traffic management, supports dynamic reconfiguration without reloads, active health checks, JWT/OIDC authentication, and advanced load-balancing methods. The Plus variant adds commercial support and a real-time monitoring dashboard. Both are reasonable choices. Pick the community ingress-nginx for a familiar, broadly adopted default; pick the NGINX-provided controller when you want first-party CRDs, reload-free config updates, or the NGINX Plus feature set and support contract.</li> </ul> <p>Resources</p> <ul> <li><a href=""https://nginx.org"">https://nginx.org</a></li> <li>ingress-nginx (community): <a href=""https://github.com/kubernetes/ingress-nginx"">https://github.com/kubernetes/ingress-nginx</a></li> <li>NGINX Ingress Controller (NGINX/F5): <a href=""https://github.com/nginxinc/kubernetes-ingress"">https://github.com/nginxinc/kubernetes-ingress</a></li> <li>Migration patterns: reverse-proxy-first, gradual cutover, health-check-driven failover</li> </ul>"
PostgreSQL,adopt,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://www.postgresql.org/"">PostgreSQL</a> is an advanced open-source relational database system providing ACID guarantees, sophisticated query optimization, and extensive data type support including JSON, arrays, hstore, and custom types. The database offers powerful indexing strategies (B-tree, GiST, GIN, BRIN, hash), full-text search, window functions, CTEs, and advanced SQL features for complex analytical queries. PostgreSQL&#39;s extensibility through custom functions, operators, procedural languages (PL/pgSQL, PL/Python, PL/Java), and extensions like <a href=""https://postgis.net/"">PostGIS</a> for geospatial data, <a href=""https://www.timescale.com/"">TimescaleDB</a> for time-series, and <a href=""https://github.com/pgpartman/pg_partman"">pg_partman</a> for partitioning enables specialized workloads. Robust concurrency control through MVCC, streaming replication, logical replication, and point-in-time recovery provide high availability and disaster recovery capabilities. Performance tuning involves query planning analysis with EXPLAIN, appropriate indexing strategies, connection pooling via <a href=""https://www.pgbouncer.org/"">PgBouncer</a>, and configuration optimization for shared buffers, work memory, and WAL settings. Adopt PostgreSQL as the default relational database for applications requiring data integrity, complex queries, extensibility, and proven operational maturity across diverse workloads from transactional systems to analytical platforms.</p>"
Microsoft SQL Server,adopt,Runtime Infrastructure,FALSE,no change,"<p><strong><a href=""https://learn.microsoft.com/en-us/sql/sql-server/"">Microsoft SQL Server</a></strong> is a robust, enterprise-grade relational database platform that offers extensive features for both development and production environments. Developers should adopt SQL Server because it provides seamless out-of-the-box integration with .NET applications, simplifying setup and data access during development. Its tooling, management studio, and support for local development make it easy to get started and maintain productivity.</p> <p>For production, SQL Server delivers high reliability, scalability, advanced security features, and rich support for analytics, reporting, and high availability. SQL Server 2025 further strengthens this with optimized locking, Query Store improvements, tempdb space governance, ZSTD backup compression, TLS 1.3 support with TDS 8.0, and broader managed identity support. It is well-suited for mission-critical applications, offering comprehensive backup, monitoring, and performance tuning capabilities. With strong community and enterprise support, SQL Server remains a top choice for building and running modern data-driven applications.</p> <p><strong><a href=""https://learn.microsoft.com/en-us/sql/sql-server/what-s-new-in-sql-server-2025"">SQL Server 2025</a></strong> adds several features that make the platform more relevant for modern application workloads: native vector data types, vector indexes, and AI embedding functions for semantic search and retrieval-augmented generation scenarios; a native JSON data type with JSON aggregation support; regular expression and fuzzy string matching functions; and external REST endpoint invocation for integration with services such as Azure OpenAI.</p>"
ASEE Flow,trial,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://contentservices.asee.io/asee-flow/"">ASEE Flow</a> is a <strong>drop-in replacement for Camunda 7 Community Edition</strong>, developed by <strong>ASEE</strong> to ensure continuity after Camunda 7 CE reached end-of-life in October 2025. It preserves <strong>full API, BPMN, and runtime compatibility</strong> with <strong>Camunda 7.24</strong> (the final CE release), enabling seamless migration without code changes. ASEE Flow replaces the legacy Camunda Cockpit and Tasklist with a <strong>modern <a href=""React JS"">React JS</a>-based interface</strong> providing improved process visibility and simplified troubleshooting.</p> <p>The most important addition since the previous radar is the <strong>AI BPMN Assistant</strong>, which lets engineers and analysts collaborate with an LLM through a chat interface to design and refine BPMN processes. The LLM proposes the process, deterministic auto-layout code keeps the resulting diagram clean and editable rather than a one-off generation, and a built-in linter validates both standard BPMN correctness and product-specific rules — an instance of <a href=""Agentic Engineering"">Agentic Engineering</a> applied to BPMN authoring.</p> <p>Already integrated into the <a href=""https://docs.asee.io/platform/platform-microservices/bpm/"">ASEE Digital Platform BPM Microservice</a>, ASEE Flow remains in <strong>trial</strong> as we evaluate operational characteristics across projects. With Camunda 7 CE support now ended, teams still using Camunda 7 CE directly — without Digital Platform — should migrate without further delay, testing in non-production environments first. For projects with significant investment in Camunda 7, ASEE Flow offers a low-risk path forward with maintained compatibility and ASEE-backed support.</p>"
Cassandra,trial,Runtime Infrastructure,TRUE,new,"<p><a href=""https://cassandra.apache.org/"">Apache Cassandra</a> is a distributed, masterless wide-column NoSQL database built for big data workloads with extremely fast, scalable writes. Its peer-to-peer architecture, partitioned and replicated storage, and tunable consistency (per-query QUORUM, LOCAL_QUORUM, ONE, ALL) let teams scale horizontally across nodes and data centers while keeping predictable p99 write latency under heavy ingestion. Data is modeled query-first around partition and clustering keys, making Cassandra a strong fit for high-volume ingestion paths, event history, large-scale telemetry, and activity feeds where write throughput and continuous availability matter more than complex joins.</p> <p>Cassandra is not a drop-in replacement for a relational database—there are no ad-hoc joins, transactions are limited to lightweight single-partition operations, and schema changes require care. Treat it as a purpose-built engine for write-heavy, scale-out workloads, and keep PostgreSQL or SQL Server as the default for transactional data.</p>"
Elasticsearch,trial,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://www.elastic.co/elasticsearch"">Elasticsearch</a> is a distributed search and analytics engine built on Lucene. It shines for full-text search, application search, log analytics, and fast aggregations over large, time-ordered datasets. Data is indexed into shards and replicated across nodes for high availability and near-real-time queries. It is strongest where search relevance, Elastic ecosystem integrations, or managed Elastic capabilities justify the licensing and operating cost compared with open alternatives such as <a href=""Open Search"">Open Search</a>.</p> <p>Use Elasticsearch where mature search relevance, ecosystem integrations, or Elastic-specific capabilities justify the platform choice. Before wider adoption, validate index and shard sizing, hot-warm-cold storage tiers, Index Lifecycle Management (ILM), snapshot/restore to S3-compatible storage, JVM/heap tuning, and ingestion pressure under realistic load. Elasticsearch is not a primary system of record; model for eventual consistency and design updates or deletes carefully.</p>"
Open Search,trial,Runtime Infrastructure,TRUE,new,"<p><a href=""https://opensearch.org/"">OpenSearch</a> is an open-source search and analytics engine derived from Elasticsearch, commonly used for full-text search, log analytics, dashboards, and operational investigation over large event streams. It is relevant when teams need Elasticsearch-like capabilities while avoiding Elastic licensing constraints or when they want a community-governed stack. Teams already using <a href=""Elasticsearch"">Elasticsearch</a> should evaluate OpenSearch as a migration or new-workload option, not as a drop-in assumption.</p> <p>Evaluate OpenSearch on bounded search or log analytics workloads before standardizing it. Validate API compatibility with existing Elasticsearch clients, index lifecycle and retention strategy, shard sizing, snapshot and restore to S3-compatible storage, security plugin configuration, and Kubernetes/operator maturity. For advanced observability use cases, compare it with the <a href=""Grafana stack"">Grafana stack</a> and commercial APM platforms, especially where traces, metrics, and logs must be correlated.</p>"
RabbitMQ,trial,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://www.rabbitmq.com/docs"">RabbitMQ</a> is an open-source messaging system based on the AMQP protocol that enables asynchronous communication between distributed components. It is widely used to decouple services and manage message queues reliably.</p> <p>RabbitMQ is a mature, stable technology with a strong ecosystem, making it ideal for microservices architectures or systems requiring resilience and concurrent processing. Its implementation can enhance scalability and fault tolerance. It is particularly suitable for work queue patterns due to its robust messaging and persistence capabilities.</p> <p>For architectures that need to handle continuous, large-scale event streams—such as event streaming or data analytics systems, <a href=""Kafka"">Kafka</a> may be a more appropriate <a href=""https://aws.amazon.com/compare/the-difference-between-rabbitmq-and-kafka/?nc1=h_ls"">choice</a>. A validation phase against alternatives such as Kafka or Azure Service Bus is recommended, assessing message nature, persistence requirements, and expected throughput.</p>"
S3 Compatible Object Storage,trial,Runtime Infrastructure,FALSE,moved in,"<p>Object storage manages data as objects with metadata and unique identifiers, in contrast to hierarchical file systems or block storage. <a href=""https://aws.amazon.com/s3/"">S3</a>, AWS&#39;s object storage service, has become the de facto standard, and its API is widely implemented by cloud providers and storage vendors — making it a portable foundation rather than a vendor-specific commitment.</p> <h2>When to Use It</h2> <p>S3-compatible object storage is well suited to unstructured data accessed over HTTP at scale: data lakes, backups and archives, ML training datasets, log retention, static web assets, and large media. It is generally a poor fit for low-latency transactional workloads or anything that needs POSIX semantics — block storage or a managed file system will serve those better. Be aware of the trade-offs: higher per-operation latency than block storage, eventual consistency in some implementations, and a cost model driven by request count and egress rather than provisioned capacity.</p> <h2>Landscape Considerations</h2> <p>For cloud-native deployments, <a href=""Cloud Native Storage"">Cloud Native Storage</a> provide S3-compatible object storage for <a href=""Kubernetes"">Kubernetes</a> environments. The open-source landscape has shifted notably: MinIO, previously a default choice, has scaled back its community edition — most web console features were removed and AGPL terms are being enforced more aggressively, prompting many teams to reassess. This underscores the importance of evaluating licensing stability, vendor lock-in risk, and long-term community governance when picking an implementation. <a href=""https://www.rustfs.io/"">RustFS</a> is an emerging alternative worth monitoring, though still early. Prioritize solutions with transparent, stable licensing to preserve operational independence.</p> <h2>Adoption Recommendation</h2> <p>S3-compatible object storage is worth piloting as the standard for unstructured data, with implementation chosen to fit the deployment context. For cloud-native environments, evaluate open-source options carefully against the licensing concerns above. For enterprise on-prem setups, Hitachi Content Platform is one mature option — it supports Virtual Appliance, dedicated hardware, and multitenant deployments, which can be useful where resource isolation and independent billing across tenants matter. Choose based on workload profile, deployment constraints, and the licensing posture you can live with long-term.</p>"
Spark,trial,Runtime Infrastructure,TRUE,new,"<p><a href=""https://spark.apache.org/"">Apache Spark</a> is a mature distributed data processing engine for large-scale batch ETL, stream processing, machine learning pipelines, and data transformations that exceed the practical limits of a single database or application service. It is a proven standard for data-heavy workloads, but it also brings operational complexity, resource tuning, and cost management responsibilities that teams should understand before making it the default.</p> <p>Use Spark when workloads require parallel processing across large datasets, especially in lakehouse architectures using <a href=""Iceberg"">Iceberg</a>, <a href=""S3 Compatible Object Storage"">S3 Compatible Object Storage</a>, and SQL engines such as <a href=""Trino"">Trino</a>. Avoid introducing Spark for small scheduled jobs, simple reporting queries, or transformations that can run reliably inside <a href=""PostgreSQL"">PostgreSQL</a>, <a href=""Microsoft SQL Server"">Microsoft SQL Server</a>, or lightweight pipeline solutions. Validate execution environment, job orchestration, observability, retry behavior, data skew, and developer experience for maintaining jobs over time.</p>"
Bun,assess,Runtime Infrastructure,TRUE,new,"<p><a href=""https://bun.sh/"">Bun</a> is a JavaScript and TypeScript runtime, package manager, bundler and test runner built on JavaScriptCore and a native toolchain written in Zig. It targets the same workloads as <strong>Node.js</strong> but ships them as a single fast binary: <code>bun install</code>, <code>bun run</code> and <code>bun test</code>, with a built-in bundler and transpiler that handle TypeScript and JSX out of the box. Compatibility with the Node.js API surface and npm registry is a primary design goal, so most existing packages and scripts work unchanged. We are putting it in <strong>Assess</strong> because the headline benefits—much faster install and startup times, native TypeScript, and a unified toolchain—are visible on day one, but the production track record inside our portfolio is still limited. Anywhere we already run Node.js (services, scripts, build tooling, developer CLIs) Bun is worth evaluating; what to validate is API compatibility for the specific Node libraries we depend on (native addons, streams, framework integrations), production stability and observability (profiling, OpenTelemetry, APM agents), and behaviour under realistic load. Until at least one non-trivial workload runs on Bun in production, Node.js remains the default and Bun is a deliberate, scoped experiment alongside it.</p>"
Cillium,assess,Runtime Infrastructure,TRUE,new,"<p><a href=""https://cilium.io/"">Cilium</a> is an eBPF-based CNI for <a href=""Kubernetes"">Kubernetes</a> that replaces traditional iptables-driven networking with kernel-level data planes for Pod connectivity, Service load balancing, NetworkPolicy enforcement and observability. Because rules are compiled to eBPF and applied directly in the kernel, Cilium scales policy and service handling far better than iptables under high pod churn or large service counts, and exposes rich L3/L4 and L7-aware policies (HTTP, gRPC, <a href=""Kafka"">Kafka</a>) without sidecars. <a href=""https://github.com/cilium/hubble"">Hubble</a> ships with it as a flow-level observability layer — every packet, drop and policy decision is visible by workload identity rather than by IP, which is a noticeable step up from what we get from a default CNI today. Beyond networking, Cilium also offers a sidecar-less service mesh and transparent encryption (WireGuard or IPsec), positioning it as an alternative to running a full <a href=""Istio"">Istio</a> stack for many use cases. It can replace also ingress controller in Kubernetes cluster with a limitation related to passthrough SSL communication which is not supported.</p> <p>We are placing Cilium in <strong>assess</strong> because eBPF is the direction the Kubernetes ecosystem is clearly moving and the security and observability story is genuinely compelling, but adopting it touches the most sensitive layer of a cluster and demands a clear migration plan. What to validate is kernel version requirements across our distributions and managed Kubernetes offerings (eBPF features depend on a recent enough kernel), behavior of existing NetworkPolicies under Cilium semantics, performance on east-west traffic for our microservices workloads, and the operational story for upgrades, debugging dropped flows and integrating Hubble with our <a href=""Grafana stack"">Grafana stack</a>. Before any production move, run it on a non-critical cluster and compare against the current CNI on real workloads — the headline benefits only matter if they survive contact with our actual traffic patterns.</p>"
Iceberg,assess,Runtime Infrastructure,TRUE,new,"<p><a href=""https://iceberg.apache.org/"">Apache Iceberg</a> is an open table format that brings database-like guarantees to data stored in object stores and data lakes. It supports schema evolution, partition evolution, snapshots, time travel, and safer concurrent writes, making it attractive for lakehouse architectures where multiple engines need to read and write the same analytical tables. The architectural benefits are strong, but adoption requires clear ownership of catalogs, compaction, retention, and governance.</p> <p>Evaluate Iceberg together with <a href=""Spark"">Spark</a>, <a href=""Trino"">Trino</a>, <a href=""S3 Compatible Object Storage"">S3 Compatible Object Storage</a>, and a lakehouse operating model rather than as a standalone technology. It is a good fit for analytical datasets that need long-term evolution, reproducibility, and engine interoperability. It is not a replacement for transactional relational databases such as <a href=""PostgreSQL"">PostgreSQL</a> or <a href=""Microsoft SQL Server"">Microsoft SQL Server</a>. Teams should validate catalog choice, access control, small-file handling, snapshot cleanup, backup strategy, and query performance on representative data.</p>"
Istio,assess,Runtime Infrastructure,TRUE,new,"<p><a href=""https://istio.io/"">Istio</a> is a Kubernetes service mesh that adds traffic management, mutual TLS, authorization policy, retries, canary routing, and service-to-service observability without pushing all of that logic into application code. Its capabilities are valuable for complex, security-sensitive microservice platforms, but the operational and cognitive cost is significant. Teams should consider Istio only when those service-to-service controls are clearly needed, not just because they run <a href=""Kubernetes"">Kubernetes</a>.</p> <p>Evaluate Istio when a system has many services, strict zero-trust or compliance requirements, frequent progressive delivery needs, or a clear need for mesh-level telemetry and policy. For simpler systems, prefer well-configured ingress, API gateways, network policies, and application-level resilience before adding a mesh. A pilot should validate sidecar or ambient mode, performance overhead, certificate lifecycle, debugging workflows, integration with <a href=""OpenTelemetry SDKs"">OpenTelemetry SDKs</a>, and whether alternatives such as Linkerd or Cilium service mesh would be easier to operate.</p>"
Micro VM Runtimes,assess,Runtime Infrastructure,TRUE,new,"<p><strong>Micro VM container runtimes</strong> (<a href=""https://firecracker-microvm.github.io/"">Firecracker</a>, <a href=""https://katacontainers.io/"">Kata Containers</a>, <a href=""https://www.cloudhypervisor.org/"">Cloud Hypervisor</a>) run each container inside a lightweight virtual machine instead of sharing the host kernel. They keep the OCI/CRI interfaces and Kubernetes integration that operators already know, but trade a small amount of startup time and density for hardware-level isolation, a much smaller attack surface than shared-kernel runtimes, and stronger noisy-neighbour guarantees. Boot times in the tens to low hundreds of milliseconds and per-VM memory overhead in the low tens of MB make them practical for general workloads, not just specialised ones. We treat this as a <strong>category</strong> rather than a single product: the right choice depends on the workload (Firecracker for fast, minimal serverless-style isolation; Kata for drop-in OCI/Kubernetes use; Cloud Hypervisor where richer device support matters). We are putting it in <strong>Assess</strong> to evaluate it for multi-tenant clusters, untrusted code paths (CI runners, customer-supplied workloads, plugin/agent execution), and regulated environments where stronger isolation is a hard requirement; what to validate is performance overhead on representative workloads, integration with our Kubernetes distributions and CNI/CSI choices, image and kernel lifecycle management, and the operational story for debugging, observability and incident response.</p>"
Redis,assess,Runtime Infrastructure,FALSE,no change,"<p><a href=""https://redis.io/"">Redis</a> is our low-latency accelerator for caching, counters, lightweight queues, sessions, and rate limits—not a source of truth. We run it on Kubernetes with an operator and treat placement as a resilience tool: leaders are spread, followers are kept on different nodes, and pods are balanced to avoid single-node risk. The main lessons are conceptual: design for bounded memory so structures never grow without limits; choose a sensible eviction strategy and avoid wide, blocking scans. Optimize client behavior by pooling connections, batching with pipelining, and reducing hot-key contention. Keep production safe with strict command hygiene and access control, preferring iterative scans over risky commands. Be intentional about persistence, selecting cache-only or append-only/snapshot modes based on recovery needs rather than habit. Build in security and isolation from the start, and observe everything—latency, throughput, memory health, replication—so drift triggers timely alerts. Finally, codify these practices in scheduling rules, resource sizing, and simple restore drills to keep Redis fast, predictable, and boring.</p>"
Trino,assess,Runtime Infrastructure,TRUE,new,"<p><a href=""https://trino.io/"">Trino</a> (formerly PrestoSQL) is a highly parallel and distributed SQL query engine designed for fast, interactive analytics over data that lives outside a traditional database — object storage, lakehouse tables, relational engines, message logs — without first copying it into a warehouse. A coordinator plans queries, workers execute them in parallel against pluggable connectors, and the engine&#39;s strength is <strong>federation</strong>: a single SQL query can join an <a href=""Iceberg"">Iceberg</a> table on object storage with a transactional table in <a href=""PostgreSQL"">PostgreSQL</a> and a topic in <a href=""Kafka"">Kafka</a>, which is exactly the shape of question that today usually triggers a bespoke ETL job. Compute is decoupled from storage, so clusters can be scaled horizontally for query concurrency and turned off when idle.</p> <p>We are placing Trino in <strong>assess</strong> as the natural query layer for the <a href=""Lakehouse"">Lakehouse</a> pattern and as a candidate for ad-hoc analytics across our existing systems of record. The headline value is opening up data already on <a href=""S3 Compatible Object Storage"">S3 Compatible Object Storage</a> to SQL users without a separate warehouse, but the practical questions are operational: catalog and access management across many connectors, memory and concurrency tuning, query cost control under multi-tenant use, and how to keep dashboards stable when source systems change. Trino is not a system of record and not a substitute for <a href=""Spark"">Spark</a> on heavy batch transformations — pick it where interactive latency over large, cold data matters, and validate first that one realistic dashboard workload survives a representative day of concurrent users before investing in a wider rollout.</p>"
Victoria Metrics,assess,Runtime Infrastructure,TRUE,new,""
